word,freq
우윀,2
보겟어요,2
죽인거냐,2
않습니까,2
삼켜,2
기르게,2
애썻다,2
말씀드리자면,2
찔려서,2
개망작임,2
어떠,2
안봣음,2
후끈한,2
ㅑㅋ,2
부딪히면,2
낮춰야겠다,2
효효효효,2
fucker,2
볼테니까,2
울릴려고,2
알려주는게,2
들어오네,2
유쾌하기도,2
애달픈,2
성적소수자,2
있겠거니,2
고급스러운,2
응가,2
피치퍼펙트,2
짱구는못말려,2
「,2
」,2
"....""""",2
다녀서,2
죽으려,2
죽을지,2
늘리지말고,2
만쉐이,2
죽인거야,2
악도,2
뺏다면,2
옷장,2
필요했을,2
헝그리,2
몰려왔네,2
송곳니,2
발보아,2
어으,2
흔들리,2
젊다는,2
줄어서,2
~!!!!!!,2
성병,2
지형,2
나빴다,2
만들어주네요,2
지나칠수,2
http://movie.naver.com/movie/bi/mi/reviewread.nhn?code=100987&nid=3431254#tab,2
묻히기,2
검토,2
잼있당,2
돈대,2
신선한것도,2
설욕,2
나왔는데도,2
지극,2
만들어진듯,2
count,2
뿜는데,2
되어진,2
탱자,2
알아보는게,2
모자람이,2
순백,2
만들어진다는걸,2
아쉬운것은,2
손꼽을만한,2
백허그,2
나가려다가,2
물려주기,2
세관,2
연루,2
같은시기에,2
비우,2
티풀,2
대다니,2
튄다,2
신선했습니다,2
다니겠다,2
타는듯,2
세븐데이즈,2
아름다웠지만,2
이준혁,2
나와있다,2
나구,2
완공,2
한심함과,2
DEA,2
박혀있다,2
뎋,2
부캡,2
살듯,2
기대했더니,2
찾아봤지만,2
6.77,2
고오,2
허시,2
급해도,2
아니잖어,2
경로당,2
다뤘던,2
악처,2
치사량,2
다니나,2
!!!!^^,2
데온,2
크하,2
찍으려면,2
ㅇㅋㅋ,2
나왓음,2
네이마르,2
딴다,2
그런데요,2
같네용,2
국립공원,2
아름다운가,2
쓰레긔,2
사칭,2
보여준건,2
걸린지,2
"!!!""""",2
4천만,2
출애굽기,2
1962년,2
도거,2
만났지만,2
Bang,2
능글능글한,2
)..,2
프로방스,2
나쁘다는건,2
수익금,2
낙인,2
통닭,2
노엘,2
만들어질수,2
이었냐,2
주운,2
번주,2
찌푸리게만,2
시시할,2
잇엇,2
어떻겠나요,2
꿈결,2
부족한데다가,2
에스터,2
제사,2
가졌지만,2
코앞,2
배웠으면,2
리제,2
Lady,2
이뤄질,2
맞추려는,2
잼엄슴,2
지나쳤는데,2
갈고리,2
샨티,2
궁금했다,2
지려,2
올라오네요,2
인어아가씨,2
어색하,2
봉안,2
짐자,2
우속,2
자랑스럽네요,2
데뷔초,2
죽길,2
온정,2
내밀어,2
.^^..,2
안됬지만,2
솔직하네,2
댑,2
정은우,2
분산,2
배열,2
깡촌,2
재밌어져,2
심쿵심쿵,2
태왕,2
마스터베이션,2
덩실,2
춤추면서,2
과반,2
망했군,2
이상한것,2
내에,2
나눈거,2
정직하고,2
가정교육,2
가져왔지만,2
앞세워서,2
틀어막고,2
회시,2
복받쳐서,2
2.4,2
기대했던대로,2
먼산,2
흥국,2
신호등,2
재활,2
합쳐야,2
지르며,2
길다니,2
유포,2
쌉쌀한,2
이뻣던,2
망쳐놓을,2
쩔면,2
타운,2
란건,2
늦었다고,2
꽂고,2
들어주는,2
웃는지,2
퍼줘,2
40초,2
싸웠다는,2
복잡했던,2
끼니,2
내려다,2
잼나용,2
결별,2
몰르고,2
오비완,2
맡았으면,2
빗물,2
졸개,2
보드게임,2
껐네,2
받았다는데,2
심어주는데,2
슬럼,2
달아가는,2
꼈지만,2
주었으며,2
돌아가는지,2
빂,2
레져,2
지겹나,2
산거,2
봉합,2
식빵,2
@!!!,2
웃느라,2
짧았다,2
침략전쟁,2
볼줄은,2
배우길,2
한측,2
받아랏,2
뜨거워진다,2
ㅡㅠ,2
우경,2
숭고함을,2
했더군요,2
프로게이머,2
음으로,2
고살,2
망치는데,2
인사동,2
달콤함을,2
무겁지만은,2
큰지,2
우수함,2
진보면,2
까면서,2
ㅜㅜㅋ,2
내립니다,2
알았는데요,2
높지는,2
기행,2
아름답구나,2
다지우고,2
부족하면서도,2
작태,2
하는거부터,2
월슨,2
떠내려,2
뽑아야지,2
어려운거야,2
보전,2
바꾸는지,2
되어있는지,2
집권,2
이오나,2
타부,2
달콤하면서도,2
2조,2
아닌지요,2
간병인,2
소몰이,2
좋아했는,2
무근,2
송신,2
사랑받기,2
뱀파,2
성장해서,2
달리는거,2
보여줘야만,2
보지말지,2
일르,2
털이범,2
조아하게,2
천신만고,2
반갑지만,2
웃을수밖에,2
서늘함,2
분풀이,2
웃기다가도,2
든다는,2
DDR,2
혼날래,2
까먹,2
카요,2
고소한,2
캘,2
14분,2
얻었지만,2
웃기다는거,2
잇길래,2
쯪,2
소리냄,2
배틀필드,2
있었음에도,2
못바,2
나온다매,2
양자,2
보앗네,2
양원,2
몸싸움,2
그려야,2
설렜는데,2
예지,2
현상계,2
모사,2
걸리,2
냄세나는,2
할테지만,2
증권,2
-_-;;;;,2
됬나,2
온기,2
매그니토,2
거볼때,2
는길,2
1001,2
실껏,2
변색,2
몸뚱아리,2
느낄수있었음,2
급감,2
빌렸는데,2
봐주려,2
올바르지,2
봉창,2
춘향뎐,2
나용,2
틀어줘,2
꼬기,2
볼수있었음,2
안치우,2
얼까,2
가비지,2
들려주고,2
말아줘,2
있었을것,2
보듬고,2
있겠다고,2
해주자는,2
팔아도,2
비천무,2
되시겠다,2
줄기차게,2
레파토리,2
피곤해,2
답답했어요,2
따르고,2
씨아이,2
막사,2
음하하,2
개운한,2
넌지시,2
만들었었다,2
삼키는,2
넘어져도,2
싫어졌음,2
말인줄,2
들께는,2
궁금하군,2
OOOOOOO,2
치다가,2
발레리나,2
꺼져가던,2
지후,2
받았는대,2
그려내다,2
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2
가막,2
르포,2
본것만으로도,2
차근차근,2
강신일,2
못해,2
물가,2
땡긴다,2
더하네요,2
결의,2
없을지라도,2
재네,2
해보네요,2
알수있어,2
나타냈지만,2
밤길,2
많으니,2
11일,2
나타납니다,2
만나네요,2
일회용,2
점더줌,2
어려운듯,2
더할수록,2
st,2
살리는것이,2
해킹,2
날라가는,2
심한것,2
ㅇㅇㅋ,2
구리다고,2
졸진,2
예쁘면서,2
김진,2
이기는거,2
노컷,2
미타,2
gut,2
쌌는데,2
사모,2
징그럽기만,2
회때,2
프리허그,2
당레,2
찡합니다,2
빨았냐,2
얻기는,2
안량,2
역시나네요,2
강림도령,2
나온지가,2
뛰어나지,2
울었을,2
허지만,2
미치겠음,2
샤프,2
philadelpia,2
안된다네,2
해독제,2
일꺼란,2
힘들더라도,2
밥통,2
밥알,2
판가름,2
Road,2
반론,2
완장,2
일산,2
놀랬지만,2
오래도,2
주병,2
담아내고,2
어렵지도,2
찝찝합니다,2
봄바람,2
흑마술,2
수험생,2
수녀원,2
8만,2
방범,2
켬,2
폭주족,2
36%,2
씁니까,2
찾아주고,2
주희,2
지언,2
끌때,2
덮으려는,2
벅참은,2
매길수,2
심은,2
필견,2
휩싸인,2
용해,2
빠졌다가,2
늘려도,2
헥토르,2
밀었다,2
꽈베기,2
둥글,2
좋았겠는데,2
만들어야만,2
훌,2
급하네,2
????????????????????????,2
불국사,2
갑빠,2
언더그라운드,2
닳아,2
부관,2
하자나,2
부릅니다,2
쫌쫌쫌,2
사겨,2
쳤다고,2
선임,2
아야나미,2
붙는다,2
낚일뻔,2
호테,2
탄탄한것,2
잦은,2
까치,2
황당하구만,2
심했네요,2
얄개,2
우울했다,2
용역,2
불을,2
보노보노,2
밝혀지면,2
등심,2
이탄,2
보는거같이,2
김연우,2
아틀라스,2
풀리,2
물어보고싶다,2
생각나는데로,2
부토,2
없을까봐,2
고마운줄,2
창궐,2
지에,2
멀어서,2
대화면,2
디씨,2
알아내기,2
심더,2
이장면,2
맨붕,2
가능하면,2
대인데,2
식상했던,2
놈현,2
찾아오,2
징집,2
Bring,2
toy,2
목동,2
뽑는지,2
소군,2
피곤했는지,2
됐을까요,2
재맛,2
꿈꾸지만,2
타는것도,2
일장,2
화염병,2
극일,2
내려놓음,2
넘어서지,2
되어야하는,2
깡철이,2
好,2
화나면,2
했거늘,2
잊는다,2
앵앵,2
셜리,2
고추가,2
사라져서,2
통조림,2
망설임도,2
온건데,2
이름답게,2
느껴지니,2
아니되,2
들구요,2
같더니만,2
도망치듯,2
참고자료,2
평범한듯,2
럭셔리,2
찌푸려,2
메가진화,2
loving,2
151,2
알라신,2
개쓰랙,2
양호,2
나오키,2
그러셨잖아요,2
궁금했던,2
가능하다고,2
그립다면,2
훈훈해서,2
잊었다,2
트레져,2
엄선,2
안줘요,2
예쁘게나,2
예쁠,2
좌편향,2
44분,2
새로와,2
겨루는,2
재밌다길래,2
아는내용,2
줬으니,2
더럽히지마,2
잔인했지만,2
zzzz,2
크를,2
때밀이,2
한다니까,2
릴라,2
Beautiful,2
은박,2
놀라는것도,2
이그잼,2
필요한것,2
맡지,2
드려서,2
한거가지고,2
■,2
~^^),2
븅,2
50만,2
있겠습니다,2
아프지도,2
더럽게도,2
눕히고,2
썼네요,2
몰려오는,2
쿨하지,2
성공함,2
망치는건,2
만들어줘야,2
잭애프론,2
해야겠군요,2
질리도록,2
"?,,,",2
선역,2
휴전선,2
말따,2
집문,2
박효신,2
훌륭하다는,2
운행,2
가면라이더,2
ㅢ,2
떨게,2
흡사함,2
먹을거면,2
두두,2
떠나는게,2
울보,2
넘으,2
글루텐,2
비열한거리,2
오묘하게,2
세윤,2
파수,2
윤태영,2
이재혁,2
40억,2
필하,2
잼있을듯,2
빠집니다,2
장보,2
살아야죠,2
들으시고,2
그러지는,2
하겟,2
끼야아아,2
오홋,2
솔직하며,2
장래,2
크고나서,2
필요하다고,2
외운,2
마콩,2
차도남,2
조력자,2
亞流作,2
이어졌음,2
좀하지말고,2
치열하고,2
웃은듯,2
야간매점,2
박동,2
50초,2
++,2
.@_,2
두려워해,2
야스,2
나왓,2
눈싸움,2
보기아까,2
사망일,2
너무하시네,2
볼수있죠,2
유탄,2
좀있고,2
황당했는데,2
??^^,2
리머,2
시원스러운,2
하느지,2
죽여줘,2
빠샤,2
좋아하려나,2
눌러서,2
살리려는,2
팀로빈스,2
가능했고,2
코미디빅리그,2
빅리그,2
해야겠,2
칭기즈칸,2
올려줘야,2
읽는구나,2
줸장,2
디엔드,2
서남아시아,2
어강,2
재밌습니까,2
뜨겁다는,2
풍김,2
크다는,2
노출하는,2
머물고,2
어랏,2
기대하지만,2
animation,2
나라고,2
주셨으면,2
잃어버리는,2
더블에이,2
뵙는,2
봤었는지,2
싶으면서도,2
살펴보길,2
취월,2
메달,2
익숙하고,2
앉아있다,2
꺼야지,2
알앗음,2
대엿,2
돌이킬수,2
다이어트,2
재밌더구만,2
정력,2
최수지,2
기대했어,2
차였다,2
자메이카,2
깝치,2
손자병법,2
됄까,2
였지라,2
팸,2
얼얼해,2
싫어했었는데,2
재법,2
백승,2
해졌음,2
명확해졌다,2
손잡이,2
힘들거,2
볼수있었으면,2
훈훈하다는,2
더해라,2
눈위,2
보리밥,2
차형사,2
틀어놓은,2
혼령,2
쪽팔리지만,2
덤덤히,2
우울하기만,2
핵폭발,2
광고인,2
순국선열,2
NLL,2
해괴,2
벼로,2
떠는데,2
개티즌,2
토속,2
맡긴다,2
시행착오,2
더워서,2
자슥,2
돌봐,2
츠치야,2
후비안,2
배우신,2
ㅍㅎㅎㅎ,2
올릴께요,2
해낸것,2
방심,2
암담한,2
잎새,2
깁스,2
거땜,2
남아있을것,2
구린데,2
반일감정,2
종초홍,2
집어던지고,2
웃기단,2
가배,2
들어줬음,2
지나간게,2
궈푸청,2
75,2
놓칠수가,2
픕,2
잡힌다,2
위층,2
piece,2
부풀린듯,2
루마,2
개학,2
죽였어도,2
퓨처,2
안녕히,2
High,2
멍해지고,2
미안하지,2
맞추다니,2
끼어들,2
마님,2
56회,2
클라인,2
산들,2
시키고도,2
래지,2
진부하다고,2
잼나지만,2
먼나라,2
해주기엔,2
설레였던,2
재미있더라,2
웃겻어,2
넣으면서,2
소나티네,2
변치않을,2
있는거라고,2
들락거리,2
어리석고,2
살꺼,2
살음,2
별다르지,2
신경숙,2
뛰어넘어서,2
시끄럽긴,2
하게해,2
집요하게,2
만들려다가,2
쓰고있는,2
좋하하는,2
따라하던가,2
바꾼다는,2
남기는건,2
인정받은,2
까페,2
폄하한,2
다룬듯,2
큼은,2
솔찍,2
17%,2
깊네여,2
완고한,2
쉴세,2
수인,2
나오지마,2
중용,2
깨졌지만,2
진지하기도,2
업은,2
까지하다,2
로이스,2
ㄱㄴ,2
염불,2
퐁네프,2
가버림,2
무속인,2
끊어져서,2
봤나싶다,2
맛있었다,2
하기나,2
밴드오브브라더스,2
봤데이,2
믿어줄,2
썼더라면,2
나오려는,2
고무신,2
망신살,2
싱싱한,2
재밌어지나,2
밀리는,2
잠긴다,2
남짓한,2
더데,2
크의,2
필요하고,2
틀때,2
TOD,2
없을수,2
미술품,2
무겁습니다,2
될테니,2
신기했네요,2
헤르미온느,2
초챙,2
긴밀하지,2
빠밥빠,2
재미있구,2
욕지거리,2
슬립,2
꿨어요,2
!!!!!^^,2
끊었는데,2
아니었다는게,2
메이저리그,2
걸알,2
아려오네요,2
가로등,2
알려줘,2
기대할게,2
혼수상태,2
벌어질까,2
발칸,2
가까웠다,2
쓰질,2
이었어야,2
지루했구요,2
접하는,2
변애,2
불친절하다,2
뺨칠,2
사시길,2
마셰코,2
안겨다,2
망해가나,2
줄였어도,2
무곡,2
레니할린,2
정확하다,2
이성진,2
섹시함이,2
줄었어요,2
외인구단,2
꽝꽝,2
찔러서,2
애액,2
자유로울수,2
살았는가,2
터뜨렸을,2
할수있다면,2
나뮤,2
쿠리,2
헤엄,2
항목,2
차려서,2
지켜주세요,2
most,2
스필,2
논쟁,2
아니었,2
훨났다,2
음감,2
느느,2
무너지다,2
NWO,2
뷃,2
카가와,2
테루유키,2
영은,2
유색,2
짧게나마,2
의심스러운데,2
일약,2
나간다는,2
피우고,2
짜내서,2
스르르,2
할꺼면서,2
뜨던,2
씌우는,2
봤으며,2
오키,2
더럽혀,2
마상,2
감싸고,2
하고있는게,2
제군,2
켄트,2
츼,2
박수치며,2
정의롭,2
끝날떄,2
무저갱,2
충실함,2
즐거운데,2
묵인,2
아름답게만,2
웨웠,2
벅찰,2
폐소공포증,2
보고있다만,2
두근거리고,2
비합리적,2
차곡차곡,2
퇴행,2
허무하기,2
주겠습니다,2
찡그리면서,2
태양계,2
나와가지고,2
끓는다,2
기대하겠음,2
빡쳤을듯,2
넘쳐나면,2
뒀는데,2
감게,2
감속,2
정당하다,2
기태영,2
오드,2
???...,2
이뤄짐,2
봤었다면,2
베땅,2
저속,2
멋찜,2
..^&^,2
키팅,2
70원,2
갖잖은,2
지윤,2
철판,2
동공,2
남아있는듯,2
몽정,2
최우수,2
멋있는듯,2
스러웠어요,2
잃어버린듯,2
폭력배,2
흉년,2
은은히,2
늙었지만,2
찍은거냐,2
감출수가,2
악독한,2
나귀,2
취할,2
이깟,2
어색하며,2
",,^^",2
성전,2
알겠던데,2
심오해,2
명료한,2
1978,2
노량진,2
났으니,2
말을하고,2
리심,2
지켜야해,2
다흐,2
징징대기만,2
연마,2
째다시,2
얼개,2
하실거에요,2
유골,2
6.9,2
갔다주는,2
안식,2
⊙,2
종철,2
웃긴닼,2
적인것이,2
♡♥♡♥,2
딴에는,2
만들었겠지만,2
쩔다,2
쫀쫀,2
황정,2
물일,2
틀어도,2
준희,2
메탈,2
싶으니,2
그려놨,2
세탁물,2
걸이는,2
닮았어요,2
입금,2
당하다가,2
주먹밥,2
들였는데,2
연준석,2
소춘,2
백일섭,2
버렸으면,2
쌓이네,2
근절,2
영조,2
사형선고,2
읃,2
빠져들었습니다,2
밨다,2
있다는것은,2
클라크,2
고등어,2
됬다는게,2
영재,2
치우쳐,2
탐미,2
없어지다니,2
올려다보는,2
조용원,2
비슷할,2
움악,2
남기는지,2
최진희,2
왕민,2
웃었지만,2
싶었는지는,2
유해한,2
--;;;,2
좋아하다,2
원초,2
7.7,2
샬토,2
플리,2
있기나,2
찌끄레기,2
불과해서,2
Iptv,2
보신듯,2
누르면서,2
깨면,2
갖춰야,2
뽑자면,2
날려고,2
맴돌았던,2
였으,2
잔악,2
튼은,2
명기,2
걸어갈,2
듣는지,2
오제,2
데메,2
단테,2
이경애,2
부근,2
밧음,2
끝내길,2
신세대,2
꿀꿀이,2
궁금하지가,2
롸져,2
기차씬,2
뜨다니,2
노랫말,2
노마,2
낫구나,2
만들어졌다고,2
벗어던지고,2
Kiss,2
그르,2
썩어도,2
히딩크,2
말아먹었지,2
쿨가이,2
긴박함을,2
높지만,2
멱,2
내려가거라,2
Honor,2
보았어여,2
난해하다고,2
보아선,2
뺏지,2
쏘련,2
몰상식,2
미스테리물,2
돋보이던,2
반했지,2
강민,2
발안,2
빠진건,2
올려주기,2
실망하겠지만,2
권투씬,2
들말고,2
갚을,2
그리려다,2
만든것보다,2
즐기던,2
잼있었다네요,2
잇겟다,2
반추,2
무역,2
예쁘구,2
대준,2
되겟다,2
먹어야지,2
줄꺼면,2
는안,2
스풀,2
따뜻함으로,2
재밌었습니다만,2
처남,2
24일,2
주게한,2
애슐리쥬드,2
비숫,2
부안,2
오지마라,2
스쿠루,2
김근홍,2
취득,2
말증,2
온난화,2
지을라,2
재밌더군,2
모스크바,2
알아챈,2
반갑더군요,2
애띤,2
느껴지는것도,2
기다렸건만,2
맞기는,2
암울함,2
탁월했다,2
남아있고,2
변했으면,2
왕인,2
황소,2
번잡,2
끌려다니,2
전작품인데,2
이쁜지,2
느끼는것,2
하는거라곤,2
재밌다아,2
텔링,2
다니고있는,2
꺾이는,2
갑사,2
특이하다고,2
무섭던가,2
말아먹었네,2
낮은지는,2
썰렁함과,2
다락방,2
댐시,2
떳다,2
낫잖아,2
아니였던거,2
김정민,2
느껴졌는데,2
마스터즈,2
아무쪼록,2
뛰는데,2
ㅠㅅ,2
살리려,2
쓰시네요,2
스럽군요,2
찢겨,2
산울림,2
부니,2
정갈한,2
건진거라곤,2
인플레,2
박해,2
정길,2
퍼플,2
오지은,2
쓸모없이,2
ㅇㅔ,2
개빠들,2
고프고,2
공평하지,2
단맛,2
하주,2
활개,2
까라고,2
읽니,2
백분,2
같다내가,2
리한나,2
아쉬운데,2
개운하지가,2
부쵸,2
가택연금,2
였지요,2
싸하나,2
부용,2
알앗네요,2
알고서,2
대단하지도,2
빅키,2
없을꺼,2
쨍쨍,2
칵테일,2
압축시켜,2
괴롭히다,2
추냐,2
난삽,2
만만한,2
남주로,2
갈하이,2
페넬,2
까지였다,2
돱,2
길다는걸,2
질려다가,2
버스커,2
울랄라세션,2
붙었다고,2
이모티콘,2
shall,2
pass,2
넘겨보다,2
이상해진다,2
들어와야,2
계성은,2
프로펠러,2
국가보안법,2
상여,2
고고싱,2
편해,2
실정,2
심각해서,2
말았는가,2
봤더라,2
사차원,2
상관없는데,2
였더라면,2
쌓이니까,2
아름다우면서,2
옮길,2
플래시맨,2
아우크스부르크,2
푸랑,2
패거리,2
같았나,2
해죽,2
오피러스,2
괴안,2
맨다,2
썪는다,2
했다고는,2
"??""",2
.....!,2
내릴수,2
아니겠나,2
되고싶게,2
뉴스룸,2
쉐인,2
무서울수도,2
순수해지고,2
섭취,2
게런티,2
닥명작닥명작닥,2
버리는구나,2
실록,2
불로,2
human,2
쌓아서,2
먹는거나,2
큐티,2
준다는거,2
시키는듯,2
음절,2
놀랬던,2
걸기엔,2
대는것만,2
단결,2
알려나,2
유공,2
골디,2
해보였지만,2
유별나게,2
봐야겠고,2
볼줄아는,2
항시,2
일사천리,2
걘적,2
목성,2
재밌어졌다,2
슌지,2
발꼬락,2
안성,2
부족한지,2
감싸안고,2
외롭지만,2
담는것도,2
옵션,2
명랑,2
징징댈,2
띄우려고,2
충무공,2
다감,2
반미영,2
고블린,2
잡다하게,2
놓으니,2
아니던,2
성숙함을,2
확끈,2
오아,2
두려워서,2
죽었을듯,2
느무,2
지루하구나,2
좋았으며,2
건성,2
하지말라면,2
정현,2
트래비스,2
끝냈다,2
대들은,2
번뜩,2
80만,2
안긴,2
꾸욱,2
마이스너,2
넘어서고,2
입죠,2
YB,2
눈물나지,2
적어라,2
불쌍해라,2
보겠니,2
받는걸,2
미네,2
원색,2
다리미,2
피땀,2
켠다,2
전자제품,2
트위터,2
연역,2
기장면,2
굵직하게,2
다중성,2
독특했던,2
도매,2
아련하기도,2
찾겠더라,2
보고있는내내,2
꼴리건,2
흘러가긴,2
아닠,2
해주소서,2
미감,2
블랙박스,2
일별,2
본다는데,2
화려하나,2
윤미라,2
빨좀,2
풀어가는게,2
지었음,2
죽엇다,2
너무하구만,2
앞길,2
맷집,2
생생해요,2
석궁,2
소중한것,2
참네,2
싶은것도,2
한덕,2
유쾌하며,2
찍으셨어요,2
010,2
카미,2
꺼지셈,2
폄,2
싸해,2
격투가,2
팝업,2
오데로,2
이련,2
재미있어어요,2
버틸수,2
끝내줘요,2
명우,2
가라사대,2
알아보는,2
8000,2
엇겟,2
영위,2
버섯,2
진정하고,2
같아서요,2
계신듯,2
남요,2
갠차나요,2
나올거라,2
난중,2
쓰든,2
체취,2
해있는,2
하고싶을,2
베뎃,2
덮으려,2
살지마,2
멋졌어,2
울프맨,2
비슷합니다,2
넣어야지,2
총리와나,2
높으면,2
불쾌해졌다,2
예비역,2
81,2
가르쳐서,2
부앙,2
돌아선,2
승환,2
뻔함에,2
넣던지,2
미코,2
신선할줄,2
웃기지가,2
웃긴데요,2
막힌데,2
공정하다는,2
덜할,2
허무한지,2
흐앙,2
빛나지만,2
7초,2
가라테,2
불안함,2
느껴지냐,2
추하다고,2
살리는구나,2
선씨,2
놔라,2
하이스쿨,2
태정,2
슬펐어,2
허리케인,2
old,2
미치게만,2
있었겠네,2
재밌데요,2
".,?",2
나른하게,2
암탉,2
드러나서,2
꽁무니,2
예쁘시고,2
병적,2
닮았더라,2
종사,2
쉬워요,2
왔었는데,2
찾아왔으면,2
치지마,2
취직,2
워홀,2
명쾌한,2
남았어요,2
소현,2
장영남,2
꼴리,2
복서,2
말아먹기,2
시원함도,2
차분함,2
다음생,2
건욱,2
떨어졌는데,2
대한제국,2
특별할게,2
머물다,2
Us,2
트레버,2
그란돈,2
죽질,2
죽더니,2
변치않는,2
야스쿠니신사,2
웃게만,2
가평,2
연등,2
피구왕통키,2
기이,2
아니었군,2
노먼,2
열광하는지,2
어처구니없음,2
변태성욕,2
죽은거지,2
",,,..",2
다는거냐,2
올릴,2
요염,2
꾸어,2
손전등,2
동떨어져,2
안수,2
눈믈,2
찍엇다,2
뒈진,2
기발하다,2
멋있던데,2
따뜻해졌어요,2
썩었다,2
우히히,2
튀어나오고,2
이었을듯,2
실망했고,2
사체,2
붙잡아야,2
빠져있을,2
병들,2
라보,2
.....-,2
현대차,2
올라가면,2
일어났으면,2
ㅎㄱ,2
큼한,2
퓨어,2
보여줌으로써,2
가르쳐주세요,2
김응룡,2
하냐고요,2
몸통,2
삻,2
틀려,2
낚았다,2
금고씬,2
등광영,2
버리시길,2
느껴지며,2
봐주려고,2
無言,2
만났네,2
관인,2
미흡한게,2
아화,2
선잠,2
겟다,2
청안,2
꼈으면,2
있어욤,2
면박,2
막혔다,2
들어감에,2
참신할,2
맞는거죠,2
사오정,2
잊고있던,2
줄인다,2
체면,2
짓는데,2
김준성,2
걸렸,2
가이드,2
송병준,2
잃어버리는것,2
나오더군요,2
펭이,2
오묘함,2
태워서,2
할수있을듯,2
끌어내려고,2
전소민,2
크지는,2
밨음,2
세세,2
난징,2
Wicker,2
코르부스,2
카시,2
쨌다,2
나누,2
교제,2
싸우게,2
베이트,2
마농,2
바다이야기,2
★★★,2
괴로워서,2
살리지를,2
돌아오는것은,2
개관,2
올려주세요,2
들어갔고,2
생판,2
조미령,2
조이스,2
조잡하게,2
이레이저,2
FLY,2
역순,2
디컬,2
카레이서,2
Hit,2
Jack,2
유리한,2
재물,2
만들어야되,2
기였다,2
굉장했습니다,2
삐질,2
올리지마라,2
앤키,2
본새,2
낮던데,2
진명호,2
kiss,2
탄탄하지만,2
자두,2
나가네,2
난해하며,2
끊는,2
뜨리,2
장위안,2
베르메르,2
낚인거,2
없었을까요,2
진지하지만,2
인기가요,2
한경,2
일것을,2
뵈요,2
임니다,2
메겨,2
돌프룬드그렌,2
타임즈,2
점감,2
넘칠,2
ㅆㅎㅌㅊ,2
many,2
나란,2
"...,,",2
급해,2
생각날까,2
몰르겠다,2
잼나는거,2
뭉개,2
되있던,2
봤긴,2
유시,2
죽였고,2
재수없어요,2
크라운제이,2
벗기,2
악보,2
누들스,2
몬영화,2
얄미워서,2
묵상,2
축적,2
껏습니,2
잼잼잼,2
털고,2
내려서,2
껐어요,2
듣보,2
맞춰줘야지,2
들였지만,2
비욘드,2
받고싶다,2
걸봣,2
닿질,2
느껴질수,2
냉병기,2
돼면,2
오그라드는거,2
아니어,2
만데,2
로비스트,2
웬만큼,2
좋을지,2
늙어서도,2
운듯,2
후계,2
잊지마라,2
아쉬었다,2
치움,2
킬미힐미,2
굵게,2
다는거지,2
갈려서,2
더한듯,2
찰영,2
이루말,2
죽죽,2
펼칠,2
넘어가게,2
괜히봣다,2
하자는거여,2
안되겠어서,2
클로버,2
돌아오다니,2
깎았어요,2
Piaf,2
조화롭게,2
흐느끼,2
25일,2
롤롤,2
들머리,2
미치는지,2
이라면서,2
강남길,2
신비의법,2
샀었는데,2
해보이지도,2
끌어와,2
Kill,2
켜지는,2
되었단,2
쿰척쿰척,2
잔혹함,2
레이서,2
풋풋함과,2
말려야,2
불쑥,2
교집합,2
어중간,2
바친,2
파울,2
신기하기도,2
허억,2
?_?,2
시키겠다,2
힐링캠프,2
영심,2
입봉,2
따이,2
그렘린,2
룩고스,2
삐라,2
높이는,2
요재지이,2
육군사관학교,2
갖추어진,2
청개구리,2
해보는데,2
연하남,2
알았어여,2
파브로,2
♥♥♥♥♥♥,2
마의,2
하오,2
쉐이킷,2
오였음,2
따를,2
재밋길,2
건내는,2
흔한데,2
보고있는가,2
울림있는,2
씁쓸했다는,2
생기는군,2
달면서,2
지르나,2
알럽,2
좋아하더만,2
심오했다,2
느끼질,2
윤윤제,2
뒀는지,2
러브코미디,2
맞서라,2
??',2
연공,2
사악,2
멜랑콜리아,2
역겁,2
에델,2
화하여,2
데이터베이스,2
코임,2
ptk,2
ALL,2
많잖아,2
읽었으면,2
반절,2
아쉬웠고,2
럽송,2
재밌었을수도,2
날지를,2
데몬,2
향취,2
낮은거죠,2
느끼시는,2
흐르네요,2
플레인,2
돼있음,2
주영훈,2
~~^^.,2
쓰린,2
그거슨,2
놀자는거지,2
들을라고,2
사고싶어,2
좋아하거나,2
3만원,2
론도,2
지내나,2
왹,2
˚,2
보았었는데,2
메롱이,2
팔러,2
포카,2
다물고,2
들었나,2
곤혹,2
찔려도,2
올라갔잖아,2
잘못뎄,2
총감독,2
퀄리,2
만든거다,2
하더,2
다니면서,2
바탈,2
영부인,2
ssu,2
착한것,2
괴롭히지,2
서민정,2
오토봇,2
옮김,2
무의미하고,2
흘르고,2
노니,2
렐,2
2015.02,2
전무해서,2
활성화,2
신포동,2
느린데다가,2
김일중,2
뵐수있어,2
더럽습니다,2
윈터,2
바텀,2
남을게,2
짠했어요,2
옥정,2
숙종,2
봐주겟다,2
포커,2
아프게만,2
멀로,2
담고있는데,2
더러워요,2
르망,2
약한거,2
해줘야만,2
갈껀데,2
쓴소리,2
힐끆,2
하실려고요,2
찾지를,2
어우러지고,2
찡해지네요,2
비빔,2
모슬렘,2
rate,2
비젼,2
되었는가,2
끌어라,2
Danse,2
Paris,2
Opera,2
Ballet,2
